Item Managed by,External ID,Item Name/Number,Item Options,SIZE,COLOR,Packaging,NDC Item,Matrix Type,Subitem of,Display Name/Code,Vendor Name/Code,Manufacturer,UOM to Each,UOM to Each Type,Units Type,Stock Description,Purchase Price,Item Defined Cost,Base Price,Shipping Category,Shipping Rate,Logo - Free Shipping,Actual Shipping,Application,Product Name,Detailed Description,Web Store Description,Page Title,Meta Tag HTML,Warranty,Return Policy,Attribute Set,Original Description,Other Options,form,Catalogue,Catalogue hierarchy
AUTOMATION,1000000221,GR37239-CS,Size|Color,14½ inch X 125 ft,Crepe,Case,,Child Matrix Item,1000000220,37239,NDC Homecare LLC,Graham Medical,12,CS,Case,12/Case,40.37,42.3885,52.481,,,,,,"Graham Medical Quality Pediatric Exam Table Paper 14½"" X 125 Ft, Crepe - 12/cs",,,,,,,Supply Compression,"Tiny Tracks® Table Paper, 14½"" X 125 ft, Crepe, 12/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000232,GR37235-MI,,,,,,Parent Matrix Item,,37235,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Quality Pediatric Examination Gowns,<p>Made from gentle fabric-like tissue and a durable poly layer which is tear and moisture resistant. Front/back opening.</p>,<p>Made from gentle fabric-like tissue and a durable poly layer which is tear and moisture resistant. Front/back opening.</p>,Graham Medical Quality Pediatric Examination Gowns|37235,"<meta name= ""description"" content=""Buy Graham Medical Quality Pediatric Examination Gowns at best price from medicaleshop.com"" /><meta name=""keywords"" content=""37235"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000233,GR37235-CS,Color,,Tiny Tracks,Case,,Child Matrix Item,1000000232,37235,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,21.83,22.9215,28.379,,,,,,"Graham Medical Quality Pediatric Examination Gowns Tpt, 20"" X 36"", Tiny Tracks - 50/cs",,,,,,,Supply Compression,"Pediatric Exam Gown, TPT, 20"" x 36"", Tiny Tracks® Print, 50/cs (112 cs/plt)","[{""text"":""TPT"",""tag"":""STERILE""},{""text"":""20\"" x 36\"""",""tag"":""DIMENSION""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000233,GR283-CS,,,,Case,,Child Matrix Item,1000000232,283,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,21.83,22.9215,28.379,,,,,,"Graham Medical Quality Pediatric Examination Gowns Tpt, 20"" X 36"", Activity - 50/cs",,,,,,,Supply Compression,"Pediatric Exam Gown, TPT, 20"" x 36"", Activity Bears® Print, 50/cs (176 cs/plt)","[{""text"":""TPT"",""tag"":""STERILE""},{""text"":""20\"" x 36\"""",""tag"":""DIMENSION""},{""text"":""Activity"",""tag"":""ITEM OPTION""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000233,GR281-CS,Color|Size,20 x 36 inch,TPT White,Case,,Child Matrix Item,1000000232,281,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,21.83,22.9215,28.379,,,,,,"Graham Medical Quality Pediatric Examination Gowns Tpt White, 20"" X 36"" - 50/cs",,,,,,,Supply Compression,"Pediatric Exam Gown, TPT White, 20"" x 36"", 50/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000236,GR53222-MI,,,,,,Parent Matrix Item,,53222,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Quality Waxing Strips,"<p>Nonwoven Pellon material specially designed for waxing. Soft, linen-like and comfortable against client's skin. Strips do not separate during use or leave behind messy threads.</p>","<p>Nonwoven Pellon material specially designed for waxing. Soft, linen-like and comfortable against client's skin. Strips do not separate during use or leave behind messy threads.</p>",Graham Medical Quality Waxing Strips|53222,"<meta name= ""description"" content=""Buy Graham Medical Quality Waxing Strips at best price from medicaleshop.com"" /><meta name=""keywords"" content=""53222"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000237,GR53223-CS,Size|Color,3 inch x 55 yds,White,Case,,Child Matrix Item,1000000236,53223,NDC Homecare LLC,Graham Medical,12,CS,Case,12/Case,98.07,102.9735,127.491,,,,,,"Graham Medical Quality Waxing Strips 3"" X 55 Yds, White - 12 Rl/cs",,,,,,,Supply Compression,"SpaEssentials®, 3"" x 55 yds, White, 12 rl/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000237,GR53222-CS,Size|Color,3 x 9 inch,White,Case,,Child Matrix Item,1000000236,53222,NDC Homecare LLC,Graham Medical,2400,CS,Case,2400/Case,102.88,108.024,133.744,,,,,,"Graham Medical Quality Waxing Strips 3"" X 9"", White - 2400/cs",,,,,,,Supply Compression,"SpaEssentials®, 3"" x 9"", White, 100/pk, 24 pk/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000239,GR87474-MI,,,,,,Parent Matrix Item,,87474,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Shoe Cover,<p></p>,<p></p>,Graham Medical Shoe Cover|87474,"<meta name= ""description"" content=""Buy Graham Medical Shoe Cover at best price from medicaleshop.com"" /><meta name=""keywords"" content=""87474"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000240,GR87474-CS,Size|Color|Size,SMS,Blue,Case,,Child Matrix Item,1000000239,87474,NDC Homecare LLC,Graham Medical,1000,CS,Case,1000/Case,70.98,74.529,92.274,,,,,,"Graham Medical Shoe Cover Large, Blue, Sms - 1000/cs",,,,,,,Supply Compression,"Shoe Covers, Anti Skid, Large, Blue, SMS, 100/bg, 10 bg/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000241,GR87475-CS,Size|Color|Size,SMS,Blue,Case,,Child Matrix Item,1000000239,87475,NDC Homecare LLC,Graham Medical,1000,CS,Case,1000/Case,75.28,79.044,97.864,,,,,,"Graham Medical Shoe Cover Xl, Blue, Sms - 1000/cs",,,,,,,Supply Compression,"Shoe Cover, Anti Skid, XL, 17x42cm, Blue, SMS, 100/bg, 10 bg/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000242,GR51824-MI,,,,,,Parent Matrix Item,,51824,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Spa - Quality Massage Table Paper,"<p>Crepe rolls are textured for added strength, softness, and quietness. Smooth rolls provide superior strength with a clean, professional look.</p>","<p>Crepe rolls are textured for added strength, softness, and quietness. Smooth rolls provide superior strength with a clean, professional look.</p>",Graham Medical Spa - Quality Massage Table Paper|51824,"<meta name= ""description"" content=""Buy Graham Medical Spa - Quality Massage Table Paper at best price from medicaleshop.com"" /><meta name=""keywords"" content=""51824"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000243,GR785010-CS,Size|Color,21 inch x 125 feet,White,Case,,Child Matrix Item,1000000242,785010,NDC Homecare LLC,Graham Medical,9,CS,Case,9/Case,46.88,49.224,60.944,,,,,,"Graham Medical Spa - Quality Massage Table Paper 21"" X 125', White - 9 Rl/cs",,,,,,,Supply Compression,"Table Paper, Poly Backed, 21"" x 125', White, 9 rl/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000243,GR063-CS,Size|Size,Seascape®,,Case,,Child Matrix Item,1000000242,63,NDC Homecare LLC,Graham Medical,12,CS,Case,12/Case,41.1,43.155,53.43,,,,,,"Graham Medical Spa - Quality Massage Table Paper 18"" X 125 Ft, Seascape® - 12/cs",,,,,,,Supply Compression,"Table Paper, 18"" x 125 ft, Crepe Finish, Seascape®, 12/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000243,GR43658-CS,Size|Color,21 inch x 225 ft,White,Case,,Child Matrix Item,1000000242,43658,NDC Homecare LLC,Graham Medical,12,CS,Case,12/Case,37.32,39.186,48.516,,,,,,"Graham Medical Spa - Quality Massage Table Paper 21"" X 225 Ft, White - 12 Rl/cs",,,,,,,Supply Compression,"SpaEssentials® Smooth Waxing Table Paper, 21"" x 225 ft, White, 12 rl/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000243,GR067-CS,Size|Size,Seascape®,,Case,,Child Matrix Item,1000000242,67,NDC Homecare LLC,Graham Medical,12,CS,Case,12/Case,46.42,48.741,60.346,,,,,,"Graham Medical Spa - Quality Massage Table Paper 21"" X 125 Ft, Seascape® - 12/cs",,,,,,,Supply Compression,"Table Paper, 21"" x 125 ft, Crepe Finish, Seascape®, 12/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000244,GR079-CS,Size,21 inch x 225 ft,,Case,,Child Matrix Item,1000000242,79,NDC Homecare LLC,Graham Medical,12,CS,Case,12/Case,57.22,60.081,74.386,,,,,,"Graham Medical Spa - Quality Massage Table Paper 21"" X 225 Ft, Wildflower® - 12/cs",,,,,,,Supply Compression,"Table Paper, 21"" x 225 ft, Smooth Finish, Wildflower®, 12/cs","[{""text"":""Wildflower®"",""tag"":""ITEM OPTION""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000244,GR46846-CS,Size|Color|Color,18 inch x 125 ft,Rose Garden,Case,,Child Matrix Item,1000000242,46846,NDC Homecare LLC,Graham Medical,,CS,Case,,41.1,43.155,53.43,,,,,,"Graham Medical Spa - Quality Massage Table Paper 18"" X 125 Ft, Crepe Finish, Rose Garden",,,,,,,Supply Compression,"Table Paper, 18"" x 125 ft, Crepe Finish, Rose Garden®, 12/cs (5% of Sales Donated to Cancer Foundation)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000244,GR46845-CS,Size|Color,21 inch x 225 ft,Rose Garden,Case,,Child Matrix Item,1000000242,46845,NDC Homecare LLC,Graham Medical,,CS,Case,,57.22,60.081,74.386,,,,,,"Graham Medical Spa - Quality Massage Table Paper 21"" X 225 Ft, Rose Garden",,,,,,,Supply Compression,"Table Paper, 21"" x 225 ft, Smooth Finish, Rose Garden®, 12/cs (5% of Sales Donated to Cancer Foundation)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000243,GR46844-CS,Size|Color,18 inch x 225 ft,Rose Garden,Case,,Child Matrix Item,1000000242,46844,NDC Homecare LLC,Graham Medical,,CS,Case,,51.61,54.1905,67.093,,,,,,"Graham Medical Spa - Quality Massage Table Paper 18"" X 225 Ft, Rose Garden",,,,,,,Supply Compression,"Table Paper, 18"" x 225 ft, Smooth Finish, Rose Garden®, 12/cs (5% of Sales Donated to Cancer Foundation)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000243,GR066-CS,Size|Size,Seascape®,,Case,,Child Matrix Item,1000000242,66,NDC Homecare LLC,Graham Medical,12,CS,Case,12/Case,57.22,60.081,74.386,,,,,,"Graham Medical Spa - Quality Massage Table Paper 21"" X 225 Ft, Seascape® - 12/cs",,,,,,,Supply Compression,"Table Paper, 21"" x 225 ft, Smooth Finish, Seascape®, 12/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000244,GR46847-CS,Size|Color|Color,21 inch x 125 ft,Rose Garden,Case,,Child Matrix Item,1000000242,46847,NDC Homecare LLC,Graham Medical,,CS,Case,,46.42,48.741,60.346,,,,,,"Graham Medical Spa - Quality Massage Table Paper 21"" X 125 Ft, Crepe Finish, Rose Garden",,,,,,,Supply Compression,"Table Paper, 21"" x 125 ft, Crepe Finish, Rose Garden®, 12/cs (5% of Sales Donated to Cancer Foundation)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000244,GR43659-CS,Size|Color,21 inch x 125 ft,White,Case,,Child Matrix Item,1000000242,43659,NDC Homecare LLC,Graham Medical,12,CS,Case,12/Case,25.75,27.0375,33.475,,,,,,"Graham Medical Spa - Quality Massage Table Paper 21"" X 125 Ft, White - 12 Rl/cs",,,,,,,Supply Compression,"SpaEssentials® Crepe Waxing Table Paper, 21"" x 125 ft, White, 12 rl/cs",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000243,GR51824-CS,Size|Color,27 inch x 225 ft,White,Case,,Child Matrix Item,1000000242,51824,NDC Homecare LLC,Graham Medical,12,CS,Case,12/Case,46.03,48.3315,59.839,,,,,,"Graham Medical Spa - Quality Massage Table Paper 27"" X 225 Ft, White - 12 Rl/cs",,,,,,,Supply Compression,"SpaEssentials® Smooth Waxing Table Paper, 27"" x 225 ft, White, 12 rl/cs (45 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000243,GR078-CS,Size,18 inch x 225 ft,,Case,,Child Matrix Item,1000000242,78,NDC Homecare LLC,Graham Medical,12,CS,Case,12/Case,51.61,54.1905,67.093,,,,,,"Graham Medical Spa - Quality Massage Table Paper 18"" X 225 Ft, Wildflower® - 12/cs",,,,,,,Supply Compression,"Table Paper, 18"" x 225 ft, Smooth Finish, Wildflower®, 12/cs","[{""text"":""Wildflower®"",""tag"":""ITEM OPTION""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000256,GR328-MI,,,,,,Parent Matrix Item,,328,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Tissue Drape & Bed Sheets,"<p>2-Ply tissue drapes are constructed of two layers of tissue bonded into one layer for patient comfort and absorbency. Choose from a variety of warm, relaxing colors. 3-ply tissue drapes are constructed of three layers of tissue bonded into one layer for the utmost comfort and unbeatable absorbency.</p>","<p>2-Ply tissue drapes are constructed of two layers of tissue bonded into one layer for patient comfort and absorbency. Choose from a variety of warm, relaxing colors. 3-ply tissue drapes are constructed of three layers of tissue bonded into one layer for the utmost comfort and unbeatable absorbency.</p>",Graham Medical Tissue Drape & Bed Sheets|328,"<meta name= ""description"" content=""Buy Graham Medical Tissue Drape & Bed Sheets at best price from medicaleshop.com"" /><meta name=""keywords"" content=""328"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000257,GR328-CS,Color|Size,40 x 48 inch,Peach,Case,,Child Matrix Item,1000000256,328,NDC Homecare LLC,Graham Medical,100,CS,Case,100/Case,19.73,20.7165,25.649,,,,,,"Graham Medical Tissue Drape & Bed Sheets Peach, 40"" X 48"" - 100/cs",,,,,,,Supply Compression,"Drape Sheet, Peach, 40"" x 48"", 2-Ply, 100/cs (60 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000257,GR339-CS,Color|Size,40 x 48 inch,White,Case,,Child Matrix Item,1000000256,339,NDC Homecare LLC,Graham Medical,100,CS,Case,100/Case,14.99,15.7395,19.487,,,,,,"Graham Medical Tissue Drape & Bed Sheets White, 40"" X 48"" - 100/cs",,,,,,,Supply Compression,"Fanfold Drape Sheet, White, 40"" x 48"", 2-Ply, 100/cs (60 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000257,GR34682-CS,Color|Size,40 x 72 inch,White,Case,,Child Matrix Item,1000000256,34682,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,15.7,16.485,20.41,,,,,,"Graham Medical Tissue Drape & Bed Sheets White, 40"" X 72"" - 50/cs",,,,,,,Supply Compression,"Bed Sheet, White, 40"" x 72"", 2-Ply, 50/cs (48 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000257,GR316-CS,Color|Size,40 x 60 inch,White,Case,,Child Matrix Item,1000000256,316,NDC Homecare LLC,Graham Medical,100,CS,Case,100/Case,25.51,26.7855,33.163,,,,,,"Graham Medical Tissue Drape & Bed Sheets White, 40"" X 60"" - 100/cs",,,,,,,Supply Compression,"Fanfold Drape Sheet, White, 40"" x 60"", Super 2-Ply, 100/cs (To Be DISCONTINUED)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000257,GR302-CS,Color|Size,40 x 48 inch,White,Case,,Child Matrix Item,1000000256,302,NDC Homecare LLC,Graham Medical,100,CS,Case,100/Case,20.73,21.7665,26.949,,,,,,"Graham Medical Tissue Drape & Bed Sheets White, 40"" X 48"" - 100/cs",,,,,,,Supply Compression,"Drape Sheet, White, 40"" x 48"", 3-Ply, 100/cs (30 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000257,GR342-CS,Color|Size,40 x 60 inch,White,Case,,Child Matrix Item,1000000256,342,NDC Homecare LLC,Graham Medical,100,CS,Case,100/Case,19.89,20.8845,25.857,,,,,,"Graham Medical Tissue Drape & Bed Sheets White, 40"" X 60"" - 100/cs",,,,,,,Supply Compression,"Fanfold Drape Sheet, White, 40"" x 60"", 2-Ply, 100/cs (48 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000257,GR47258-CS,Color|Size,40 x 48 inch,White,Case,,Child Matrix Item,1000000256,47258,NDC Homecare LLC,Graham Medical,100,CS,Case,100/Case,13.67,14.3535,17.771,,,,,,"Graham Medical Tissue Drape & Bed Sheets White, 40"" X 48"" - 100/cs",,,,,,,Supply Compression,"Drape Sheet, White, 40"" x 48"", 2-Ply, 100/cs (60 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000257,GR50363-CS,Color|Size,36 x 40 inch,White,Case,,Child Matrix Item,1000000256,50363,NDC Homecare LLC,Graham Medical,100,CS,Case,100/Case,11.45,12.0225,14.885,,,,,,"Graham Medical Tissue Drape & Bed Sheets White, 36"" X 40"" - 100/cs",,,,,,,Supply Compression,"Fanfold Drape Sheet, White, 36"" x 40"", 2-Ply, 100/cs (60 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000257,GR319-CS,Size,40 x 48 inch,,Case,,Child Matrix Item,1000000256,319,NDC Homecare LLC,Graham Medical,100,CS,Case,100/Case,19.73,20.7165,25.649,,,,,,"Graham Medical Tissue Drape & Bed Sheets 40"" X 48"" - 100/cs",,,,,,,Supply Compression,"Drape Sheet, Wildflower®, 40"" x 48"", 2-Ply, 100/cs (48 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000257,GR313-CS,Size,40 x 48 inch,,Case,,Child Matrix Item,1000000256,313,NDC Homecare LLC,Graham Medical,100,CS,Case,100/Case,18.06,18.963,23.478,,,,,,"Graham Medical Tissue Drape & Bed Sheets 40"" X 48"" - 100/cs",,,,,,,Supply Compression,"Drape Sheet, Mauve, 40"" x 48"", 2-Ply, 100/cs (60 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000267,GR48766-MI,,,,,,Parent Matrix Item,,48766,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Tissue/poly Value Pillowcases,"<p>Constructed of soft, absorbent tissue embossed to extra thick poly for comfort and protection against moisture. Each case is vented on the bottom seam to allow pillow insertion without the usual air build up.</p>","<p>Constructed of soft, absorbent tissue embossed to extra thick poly for comfort and protection against moisture. Each case is vented on the bottom seam to allow pillow insertion without the usual air build up.</p>",Graham Medical Tissue/poly Value Pillowcases|48766,"<meta name= ""description"" content=""Buy Graham Medical Tissue/poly Value Pillowcases at best price from medicaleshop.com"" /><meta name=""keywords"" content=""48766"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000268,GR48766-CS,Size|Color,21 x 30 inch,Blue,Case,,Child Matrix Item,1000000267,48766,NDC Homecare LLC,Graham Medical,100,CS,Case,100/Case,23.79,24.9795,30.927,,,,,,"Graham Medical Tissue/poly Value Pillowcases 21"" X 30"", Blue - 100/cs",,,,,,,Supply Compression,"Pillowcase, 21"" x 30"", Blue, 100/cs (85 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000268,GR47256-CS,Size|Color,21 x 30 inch,White,Case,,Child Matrix Item,1000000267,47256,NDC Homecare LLC,Graham Medical,,CS,Case,,22.47,23.5935,29.211,,,,,,"Graham Medical Tissue/poly Value Pillowcases 21"" X 30"", White",,,,,,,Supply Compression,"Pillowcase, 21"" x 30"", White, 100/cs (119 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000270,GR332-MI,,,,,,Parent Matrix Item,,332,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Tissue/poly/tissue Drape & Bed Sheets,<p>Tissue/Poly/Tissue Fanfold Drapes are made with two layers of tissue with middle layer of poly film. The tissue layers provide absorbency while the poly layer provides a complete fluid barrier. The Fanfold drapes are banded offering convenient space savings!</p>,<p>Tissue/Poly/Tissue Fanfold Drapes are made with two layers of tissue with middle layer of poly film. The tissue layers provide absorbency while the poly layer provides a complete fluid barrier. The Fanfold drapes are banded offering convenient space savings!</p>,Graham Medical Tissue/poly/tissue Drape & Bed Sheets|332,"<meta name= ""description"" content=""Buy Graham Medical Tissue/poly/tissue Drape & Bed Sheets at best price from medicaleshop.com"" /><meta name=""keywords"" content=""332"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000271,GR318-CS,Color|Size,40 x 60 inch,Blue,Case,,Child Matrix Item,1000000270,318,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,17.52,18.396,22.776,,,,,,"Graham Medical Tissue/poly/tissue Drape & Bed Sheets Blue, 40"" X 60"" - 50/cs",,,,,,,Supply Compression,"Fanfold Drape Sheet, Tissue/ Poly/ Tissue, Blue, 40"" x 60"", 50/cs (60 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000271,GR332-CS,Color|Size,40 x 96 inch,Blue,Case,,Child Matrix Item,1000000270,332,NDC Homecare LLC,Graham Medical,48,CS,Case,48/Case,28.37,29.7885,36.881,,,,,,"Graham Medical Tissue/poly/tissue Drape & Bed Sheets Blue, 40"" X 96"" - 48/cs",,,,,,,Supply Compression,"Fanfold Bed Sheet, Tissue/ Poly/ Tissue, Blue, 40"" x 96"", 48/cs (48 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000271,GR329-CS,Color|Size,40 x 84 inch,Blue,Case,,Child Matrix Item,1000000270,329,NDC Homecare LLC,Graham Medical,48,CS,Case,48/Case,24.24,25.452,31.512,,,,,,"Graham Medical Tissue/poly/tissue Drape & Bed Sheets Blue, 40"" X 84"" - 48/cs",,,,,,,Supply Compression,"Fanfold Bed Sheet, Tissue/ Poly/ Tissue, Blue, 40"" x 84"", 48/cs (60 cs/plt)",,MES PART FORM,Walking Aids,Master
